timestamp	 clinton_538_po	 clinton_538_po	 clinton_bf	 trump_bf	 clinton_538_nc	 clinton_538_nc	 clinton_538_pp	 clinton_538_pp
2016-10-13 18:53:00 -0400	0.8612	0.13835	0.851	0.152	0.8865	0.11315	0.8269	0.17295
2016-10-13 16:50:00 -0400	0.8592	0.1406	0.851	0.152	0.8842	0.1156	0.8212	0.1787
2016-10-13 15:27:00 -0400	0.8732	0.1266	0.844	0.154	0.9059	0.094	0.8383	0.1614
2016-10-13 14:18:00 -0400	0.8697	0.1301	0.844	0.154	0.9069	0.0928	0.8425	0.1574
2016-10-13 13:33:00 -0400	0.8697	0.1302	0.844	0.154	0.904	0.0959	0.8399	0.1598
2016-10-13 12:55:00 -0400	0.869	0.1308	0.844	0.154	0.9029	0.0967	0.8353	0.1644
2016-10-13 12:37:00 -0400	0.8667	0.1332	0.844	0.154	0.9029	0.0966	0.8328	0.167
2016-10-13 11:16:00 -0400	0.8707	0.1291	0.848	0.154	0.9056	0.0939	0.8327	0.1671
2016-10-13 08:53:00 -0400	0.8626	0.1372	0.848	0.154	0.8977	0.1022	0.8313	0.1686
2016-10-13 08:23:00 -0400	0.8692	0.1307	0.848	0.154	0.9033	0.0966	0.8324	0.1675
2016-10-13 07:54:00 -0400	0.869	0.1309	0.848	0.154	0.9048	0.0951	0.8339	0.1659
2016-10-12 20:07:00 -0400	0.8693	0.1306	0.848	0.152	0.9093	0.09055	0.83295	0.16695
2016-10-12 17:34:00 -0400	0.8654	0.1344	0.844	0.154	0.9066	0.0933	0.8338	0.1661
2016-10-12 16:29:00 -0400	0.8625	0.1374	0.844	0.154	0.9003	0.0996	0.8263	0.1735
2016-10-12 15:59:00 -0400	0.8613	0.1386	0.844	0.154	0.9007	0.0992	0.8268	0.173
2016-10-12 15:05:00 -0400	0.8635	0.1364	0.844	0.154	0.9012	0.0987	0.8257	0.1742
2016-10-12 14:13:00 -0400	0.8636	0.1363	0.844	0.154	0.9048	0.095	0.8331	0.1668
2016-10-12 13:29:00 -0400	0.8671	0.1328	0.844	0.154	0.9097	0.0902	0.8324	0.1675
2016-10-12 13:13:00 -0400	0.8711	0.1288	0.844	0.154	0.9097	0.0902	0.8318	0.1681
2016-10-12 10:19:00 -0400	0.862	0.1378	0.844	0.154	0.9083	0.0916	0.8299	0.1699
2016-10-12 08:50:00 -0400	0.8651	0.1348	0.844	0.154	0.9077	0.0922	0.8289	0.171
2016-10-11 19:00:00 -0400	0.8349	0.165	0.848	0.152	0.87525	0.12465	0.7986	0.2013
2016-10-11 16:41:00 -0400	0.8356	0.1643	0.848	0.152	0.8735	0.1264	0.799	0.2009
2016-10-11 15:07:00 -0400	0.8296	0.1703	0.837	0.164	0.8714	0.1285	0.7974	0.2024
2016-10-11 13:10:00 -0400	0.8343	0.1656	0.837	0.164	0.8784	0.1215	0.8015	0.1984
2016-10-11 09:50:00 -0400	0.8395	0.1604	0.837	0.164	0.8814	0.1184	0.8087	0.1912
2016-10-11 07:33:00 -0400	0.8289	0.171	0.837	0.164	0.8653	0.1346	0.7958	0.204
2016-10-10 19:13:00 -0400	0.8389	0.161	0.823	0.176	0.88015	0.1197	0.7967	0.20315
2016-10-10 18:46:00 -0400	0.83785	0.16205	0.823	0.176	0.87765	0.12225	0.8051	0.1948
2016-10-10 17:22:00 -0400	0.8342	0.1657	0.823	0.176	0.8784	0.1214	0.799	0.2008
2016-10-10 16:29:00 -0400	0.8345	0.1654	0.823	0.176	0.8764	0.1234	0.7978	0.202
2016-10-10 13:38:00 -0400	0.8364	0.1635	0.823	0.177	0.8767	0.1232	0.7983	0.2016
2016-10-10 12:18:00 -0400	0.8216	0.1783	0.823	0.177	0.867	0.1329	0.7888	0.2111
2016-10-10 10:53:00 -0400	0.8248	0.1751	0.81	0.194	0.8721	0.1278	0.7893	0.2106
2016-10-10 10:14:00 -0400	0.8237	0.1761	0.81	0.194	0.8666	0.1333	0.7874	0.2125
2016-10-10 09:12:00 -0400	0.8227	0.1772	0.81	0.194	0.8675	0.1324	0.7822	0.2177
2016-10-10 08:06:00 -0400	0.813	0.1868	0.81	0.194	0.8531	0.1468	0.7738	0.226
2016-10-09 20:14:00 -0400	0.81545	0.18445	0.797	0.206	0.8606	0.1393	0.776	0.22385
2016-10-09 18:34:00 -0400	0.8196	0.1802	0.82	0.18	0.8637	0.1362	0.7796	0.22025
2016-10-09 12:25:00 -0400	0.8127	0.1871	0.813	0.185	0.8534	0.14645	0.77065	0.22915
2016-10-09 09:55:00 -0400	0.81545	0.18435	0.803	0.198	0.863	0.1369	0.7775	0.2224
2016-10-09 09:28:00 -0400	0.81585	0.184	0.803	0.198	0.86445	0.1354	0.7775	0.22235
2016-10-08 21:57:00 -0400	0.8155	0.18435	0.797	0.202	0.8657	0.1342	0.77355	0.2263
2016-10-08 20:45:00 -0400	0.81155	0.1883	0.797	0.202	0.86715	0.13275	0.7736	0.22625
2016-10-08 19:35:00 -0400	0.81595	0.1839	0.797	0.202	0.86545	0.13445	0.7745	0.22535
2016-10-08 15:18:00 -0400	0.81415	0.1857	0.797	0.188	0.86615	0.13375	0.7732	0.22665
2016-10-08 11:11:00 -0400	0.8144	0.1855	0.778	0.22	0.87025	0.12965	0.7731	0.2268
2016-10-07 22:26:00 -0400	0.8135	0.18635	0.769	0.226	0.87165	0.12825	0.77365	0.22625
2016-10-07 20:54:00 -0400	0.80705	0.19285	0.769	0.226	0.8636	0.1363	0.7663	0.2336
2016-10-07 19:23:00 -0400	0.8002	0.1997	0.769	0.226	0.86255	0.1374	0.7606	0.23925
2016-10-07 17:40:00 -0400	0.8046	0.1952	0.749	0.255	0.8689	0.131	0.7669	0.2329
2016-10-07 16:51:00 -0400	0.8074	0.1925	0.749	0.255	0.8761	0.1238	0.772	0.2279
2016-10-07 15:51:00 -0400	0.7986	0.2013	0.749	0.255	0.8683	0.1316	0.7592	0.2407
2016-10-07 15:04:00 -0400	0.7963	0.2036	0.738	0.263	0.8652	0.1347	0.7603	0.2396
2016-10-07 14:29:00 -0400	0.801	0.1989	0.738	0.263	0.8665	0.1334	0.7564	0.2435
2016-10-07 12:41:00 -0400	0.796	0.2038	0.738	0.263	0.8679	0.132	0.7542	0.2457
2016-10-07 09:36:00 -0400	0.7931	0.2068	0.738	0.261	0.8649	0.135	0.7566	0.2432
2016-10-07 07:16:00 -0400	0.7884	0.2114	0.738	0.261	0.8617	0.1382	0.7525	0.2474
2016-10-06 20:58:00 -0400	0.78655	0.2133	0.738	0.257	0.87055	0.1293	0.75435	0.24545
2016-10-06 18:09:00 -0400	0.7842	0.2157	0.73	0.269	0.8541	0.1457	0.7501	0.2498
2016-10-06 17:34:00 -0400	0.7828	0.217	0.73	0.269	0.8547	0.1452	0.7489	0.251
2016-10-06 14:05:00 -0400	0.7882	0.2116	0.738	0.261	0.8552	0.1446	0.7456	0.2542
2016-10-06 12:34:00 -0400	0.7867	0.2131	0.738	0.261	0.8581	0.1418	0.7476	0.2522
2016-10-06 12:13:00 -0400	0.7797	0.2202	0.738	0.261	0.8494	0.1505	0.7413	0.2586
2016-10-06 10:56:00 -0400	0.7843	0.2156	0.738	0.261	0.8524	0.1475	0.7424	0.2575
2016-10-06 10:17:00 -0400	0.783	0.2168	0.738	0.26	0.8514	0.1485	0.747	0.2529
2016-10-06 09:40:00 -0400	0.7738	0.2261	0.738	0.26	0.8326	0.1672	0.7387	0.2612
2016-10-06 09:00:00 -0400	0.7745	0.2254	0.738	0.26	0.8326	0.1673	0.7345	0.2653
2016-10-05 21:53:00 -0400	0.76205	0.23775	0.749	0.247	0.8222	0.17765	0.72565	0.2742
2016-10-05 19:54:00 -0400	0.76745	0.23235	0.749	0.247	0.8305	0.16935	0.72805	0.27175
2016-10-05 17:19:00 -0400	0.7621	0.2378	0.749	0.253	0.8251	0.1748	0.7245	0.2754
2016-10-05 15:48:00 -0400	0.7549	0.2449	0.749	0.253	0.819	0.1808	0.7184	0.2814
2016-10-05 13:26:00 -0400	0.7547	0.2451	0.749	0.25	0.8187	0.1812	0.7174	0.2824
2016-10-05 12:03:00 -0400	0.7545	0.2453	0.749	0.25	0.8163	0.1835	0.7134	0.2865
2016-10-05 10:23:00 -0400	0.7538	0.246	0.749	0.249	0.8232	0.1766	0.7191	0.2808
2016-10-05 09:25:00 -0400	0.75	0.2499	0.749	0.249	0.8184	0.1815	0.7117	0.2881
2016-10-05 08:31:00 -0400	0.7496	0.2502	0.749	0.249	0.8136	0.1863	0.7136	0.2863
2016-10-04 17:00:00 -0400	0.7486	0.2512	0.746	0.25	0.8187	0.1812	0.7119	0.2879
2016-10-04 14:39:00 -0400	0.7317	0.2681	0.746	0.25	0.804	0.1959	0.7003	0.2996
2016-10-04 13:40:00 -0400	0.7359	0.2639	0.746	0.25	0.8022	0.1976	0.6986	0.3013
2016-10-04 11:34:00 -0400	0.7284	0.2714	0.746	0.25	0.803	0.1968	0.6896	0.3103
2016-10-04 10:32:00 -0400	0.7242	0.2757	0.746	0.25	0.7985	0.2014	0.6917	0.3081
2016-10-04 09:14:00 -0400	0.7243	0.2755	0.746	0.252	0.7925	0.2073	0.6877	0.3122
2016-10-04 08:31:00 -0400	0.72	0.2798	0.746	0.252	0.7888	0.2111	0.6905	0.3093
2016-10-04 02:01:00 -0400	0.7186	0.28115	0.746	0.253	0.78955	0.21035	0.6874	0.31245
2016-10-03 21:33:00 -0400	0.71765	0.2822	0.746	0.253	0.79795	0.2019	0.6852	0.31465
2016-10-03 19:19:00 -0400	0.71715	0.2827	0.746	0.253	0.79625	0.2036	0.6835	0.31635
2016-10-03 18:52:00 -0400	0.71715	0.2827	0.746	0.253	0.79895	0.20085	0.68205	0.31775
2016-10-03 16:40:00 -0400	0.7084	0.2913	0.749	0.252	0.7795	0.2204	0.6767	0.323
2016-10-03 15:30:00 -0400	0.6979	0.3019	0.749	0.252	0.7741	0.2257	0.6673	0.3325
2016-10-03 15:15:00 -0400	0.7017	0.2981	0.749	0.252	0.7719	0.2279	0.6712	0.3287
2016-10-03 14:36:00 -0400	0.6975	0.3023	0.749	0.252	0.7668	0.233	0.6657	0.3342
2016-10-03 14:21:00 -0400	0.6844	0.3154	0.749	0.252	0.756	0.2438	0.6521	0.3476
2016-10-03 11:42:00 -0400	0.6812	0.3186	0.744	0.258	0.7535	0.2463	0.6487	0.3511
2016-10-03 09:02:00 -0400	0.6865	0.3132	0.741	0.26	0.763	0.2367	0.6517	0.3481
2016-10-03 08:25:00 -0400	0.6766	0.3232	0.741	0.26	0.7528	0.247	0.6536	0.3461
2016-10-02 16:15:00 -0400	0.6671	0.33265	0.73	0.269	0.7277	0.27205	0.63835	0.36145
2016-10-02 10:06:00 -0400	0.67035	0.32925	0.727	0.269	0.73265	0.2671	0.64425	0.35555
2016-10-01 15:38:00 -0400	0.6732	0.32655	0.733	0.265	0.7435	0.25635	0.6457	0.35405
2016-10-01 08:50:00 -0400	0.677	0.3227	0.738	0.261	0.74905	0.25075	0.64445	0.35525
2016-09-30 18:51:00 -0400	0.67495	0.3248	0.744	0.258	0.7657	0.23405	0.65005	0.34975
2016-09-30 15:41:00 -0400	0.6726	0.3271	0.733	0.265	0.7616	0.2381	0.6438	0.356
2016-09-30 13:40:00 -0400	0.6721	0.3276	0.733	0.265	0.7612	0.2386	0.6477	0.352
2016-09-30 12:35:00 -0400	0.6669	0.3328	0.727	0.269	0.7567	0.243	0.6451	0.3546
2016-09-30 11:37:00 -0400	0.6579	0.3418	0.727	0.269	0.7505	0.2493	0.6319	0.3679
2016-09-30 08:27:00 -0400	0.6634	0.3364	0.717	0.284	0.7384	0.2613	0.6344	0.3654
2016-09-30 08:12:00 -0400	0.6527	0.347	0.717	0.284	0.725	0.2746	0.6236	0.3762
2016-09-29 15:47:00 -0400	0.6326	0.3671	0.702	0.299	0.7239	0.2757	0.6116	0.3881
2016-09-29 13:53:00 -0400	0.6243	0.3754	0.702	0.299	0.6998	0.3	0.6011	0.3987
2016-09-29 09:20:00 -0400	0.6224	0.3772	0.702	0.299	0.6925	0.3072	0.6069	0.3929
2016-09-29 08:07:00 -0400	0.6134	0.3864	0.697	0.303	0.6884	0.3112	0.6013	0.3985
2016-09-28 20:58:00 -0400	0.579	0.4208	0.702	0.299	0.62525	0.3745	0.5657	0.43405
2016-09-28 19:23:00 -0400	0.5749	0.42485	0.697	0.305	0.60995	0.3898	0.55915	0.4406
2016-09-28 14:06:00 -0400	0.5821	0.4176	0.69	0.308	0.6025	0.3972	0.56	0.4398
2016-09-28 10:49:00 -0400	0.5577	0.442	0.69	0.313	0.5497	0.4501	0.558	0.4418
2016-09-28 09:08:00 -0400	0.5572	0.4427	0.69	0.313	0.5475	0.4523	0.557	0.4428
2016-09-28 07:11:00 -0400	0.5524	0.4473	0.687	0.315	0.5328	0.4671	0.552	0.4477
2016-09-27 18:49:00 -0400	0.55735	0.44245	0.699	0.301	0.53755	0.46225	0.5522	0.44755
2016-09-27 15:43:00 -0400	0.5543	0.4455	0.697	0.303	0.527	0.4728	0.5538	0.4461
2016-09-27 08:06:00 -0400	0.5547	0.4451	0.695	0.305	0.5296	0.4701	0.548	0.4518
2016-09-26 18:51:00 -0400	0.5478	0.45195	0.652	0.347	0.52055	0.47925	0.54595	0.45385
2016-09-26 18:06:00 -0400	0.5519	0.4478	0.652	0.347	0.5182	0.4815	0.544	0.4558
2016-09-26 17:42:00 -0400	0.55	0.4498	0.652	0.347	0.5236	0.4762	0.5464	0.4534
2016-09-26 16:23:00 -0400	0.5405	0.4592	0.652	0.347	0.5061	0.4938	0.5423	0.4575
2016-09-26 15:19:00 -0400	0.5395	0.4602	0.643	0.356	0.5065	0.4933	0.5383	0.4616
2016-09-26 15:04:00 -0400	0.5401	0.4597	0.643	0.356	0.4965	0.5033	0.5323	0.4674
2016-09-26 13:44:00 -0400	0.5362	0.4636	0.643	0.356	0.4907	0.509	0.5342	0.4656
2016-09-26 13:10:00 -0400	0.5317	0.468	0.643	0.356	0.4806	0.5192	0.5318	0.4681
2016-09-26 12:47:00 -0400	0.5247	0.4751	0.643	0.356	0.4571	0.5428	0.5222	0.4777
2016-09-26 11:48:00 -0400	0.5176	0.4822	0.635	0.366	0.4464	0.5534	0.5119	0.488
2016-09-26 10:46:00 -0400	0.518	0.4818	0.635	0.366	0.4547	0.5451	0.518	0.4817
2016-09-26 09:03:00 -0400	0.5148	0.485	0.635	0.366	0.4509	0.549	0.5191	0.4807
2016-09-26 08:35:00 -0400	0.5818	0.4179	0.635	0.366	0.5701	0.4297	0.5782	0.4216
2016-09-25 22:27:00 -0400	0.57755	0.42225	0.662	0.338	0.56035	0.43955	0.57065	0.4292
2016-09-25 21:17:00 -0400	0.57525	0.42455	0.662	0.338	0.5506	0.44925	0.5675	0.4324
2016-09-25 12:50:00 -0400	0.5812	0.41855	0.649	0.352	0.5596	0.4402	0.57555	0.42425
2016-09-25 11:28:00 -0400	0.5766	0.42315	0.665	0.335	0.56375	0.4361	0.5748	0.425
2016-09-25 10:24:00 -0400	0.5807	0.419	0.665	0.335	0.56	0.4399	0.5752	0.4246
2016-09-25 09:12:00 -0400	0.5764	0.4234	0.665	0.335	0.563	0.43685	0.5756	0.4242
2016-09-25 02:15:00 -0400	0.58225	0.4175	0.676	0.325	0.57315	0.42665	0.5792	0.4206
2016-09-24 21:06:00 -0400	0.5876	0.4122	0.678	0.325	0.57895	0.42085	0.5802	0.4196
2016-09-24 13:49:00 -0400	0.6049	0.3948	0.678	0.325	0.61515	0.38465	0.59465	0.40515
2016-09-24 03:28:00 -0400	0.60825	0.3915	0.678	0.325	0.6146	0.3852	0.60225	0.39755
2016-09-23 17:53:00 -0400	0.6168	0.3829	0.669	0.331	0.641	0.3587	0.6126	0.3872
2016-09-23 16:20:00 -0400	0.6164	0.3834	0.669	0.331	0.641	0.3588	0.6104	0.3894
2016-09-23 14:03:00 -0400	0.617	0.3828	0.673	0.325	0.6393	0.3605	0.6062	0.3936
2016-09-23 13:25:00 -0400	0.6109	0.3889	0.673	0.325	0.6173	0.3825	0.6015	0.3983
2016-09-23 10:16:00 -0400	0.6029	0.3967	0.673	0.325	0.612	0.3877	0.6007	0.3991
2016-09-22 20:58:00 -0400	0.60485	0.3949	0.673	0.325	0.61255	0.38725	0.5991	0.4007
2016-09-22 15:37:00 -0400	0.5937	0.406	0.673	0.325	0.5975	0.4023	0.5927	0.4071
2016-09-22 15:08:00 -0400	0.5891	0.4107	0.673	0.325	0.5959	0.4039	0.5873	0.4125
2016-09-22 14:29:00 -0400	0.5905	0.4092	0.678	0.325	0.5961	0.4036	0.5863	0.4135
2016-09-22 13:08:00 -0400	0.5935	0.4062	0.678	0.325	0.598	0.4018	0.5841	0.4157
2016-09-22 09:01:00 -0400	0.5875	0.4121	0.678	0.325	0.5913	0.4084	0.578	0.4217
2016-09-21 19:22:00 -0400	0.5762	0.42355	0.671	0.328	0.5767	0.423	0.57055	0.4292
2016-09-21 18:28:00 -0400	0.5832	0.4164	0.671	0.328	0.5808	0.41895	0.5786	0.42115
2016-09-21 16:51:00 -0400	0.5723	0.4273	0.673	0.328	0.5629	0.4367	0.5681	0.4317
2016-09-21 15:08:00 -0400	0.5682	0.4315	0.673	0.328	0.551	0.4488	0.5658	0.434
2016-09-21 14:14:00 -0400	0.5691	0.4305	0.673	0.325	0.5509	0.4487	0.5634	0.4364
2016-09-21 13:31:00 -0400	0.5652	0.4346	0.673	0.325	0.5491	0.4507	0.5594	0.4404
2016-09-21 12:22:00 -0400	0.5682	0.4315	0.673	0.325	0.5509	0.4489	0.5605	0.4393
2016-09-21 07:20:00 -0400	0.5706	0.429	0.673	0.325	0.5328	0.467	0.5571	0.4426
2016-09-20 15:49:00 -0400	0.5632	0.4365	0.678	0.32	0.5212	0.4786	0.5591	0.4406
2016-09-20 13:30:00 -0400	0.5954	0.4043	0.683	0.315	0.5765	0.4233	0.588	0.4118
2016-09-20 12:38:00 -0400	0.5854	0.4144	0.683	0.315	0.5815	0.4184	0.576	0.4238
2016-09-20 11:33:00 -0400	0.5863	0.4134	0.683	0.315	0.5789	0.421	0.5795	0.4203
2016-09-20 11:18:00 -0400	0.5929	0.4067	0.683	0.315	0.5862	0.4136	0.583	0.4167
2016-09-20 10:26:00 -0400	0.5867	0.413	0.683	0.315	0.5884	0.4114	0.5815	0.4183
2016-09-20 09:25:00 -0400	0.5889	0.4108	0.678	0.32	0.5878	0.412	0.5836	0.4161
2016-09-20 08:53:00 -0400	0.5945	0.4052	0.678	0.32	0.5873	0.4126	0.5818	0.418
2016-09-20 07:34:00 -0400	0.5849	0.4148	0.678	0.32	0.5713	0.4284	0.5753	0.4245
2016-09-19 13:34:00 -0400	0.5932	0.4065	0.673	0.325	0.5755	0.4243	0.5893	0.4105
2016-09-19 12:33:00 -0400	0.5947	0.4049	0.673	0.325	0.5787	0.4211	0.5861	0.4137
2016-09-19 11:14:00 -0400	0.5969	0.4028	0.673	0.325	0.5823	0.4176	0.587	0.4128
2016-09-19 10:30:00 -0400	0.6044	0.3953	0.673	0.325	0.5956	0.4042	0.5982	0.4016
2016-09-18 12:12:00 -0400	0.61285	0.3869	0.676	0.325	0.60375	0.39615	0.597	0.40275
2016-09-18 11:18:00 -0400	0.6111	0.3886	0.676	0.325	0.60315	0.3967	0.59285	0.4069
2016-09-17 22:51:00 -0400	0.6175	0.3822	0.683	0.318	0.6142	0.3856	0.60255	0.3972
2016-09-17 13:09:00 -0400	0.5981	0.40145	0.678	0.32	0.5772	0.42265	0.59055	0.40925
2016-09-16 23:01:00 -0400	0.6017	0.398	0.665	0.336	0.5759	0.42395	0.59235	0.4074
2016-09-16 15:12:00 -0400	0.5999	0.3999	0.645	0.355	0.5743	0.4255	0.5886	0.4112
2016-09-16 12:22:00 -0400	0.597	0.4028	0.647	0.353	0.5732	0.4266	0.5938	0.406
2016-09-16 08:26:00 -0400	0.6004	0.3993	0.647	0.352	0.5758	0.424	0.5951	0.4047
2016-09-15 19:22:00 -0400	0.6031	0.3966	0.652	0.347	0.56705	0.43285	0.5963	0.40345
2016-09-15 17:45:00 -0400	0.6055	0.3942	0.652	0.347	0.5648	0.435	0.6014	0.3984
2016-09-15 16:25:00 -0400	0.6082	0.3915	0.649	0.349	0.5665	0.4334	0.6013	0.3984
2016-09-15 14:50:00 -0400	0.6104	0.3893	0.649	0.349	0.5659	0.4339	0.5988	0.401
2016-09-15 13:31:00 -0400	0.6103	0.3893	0.649	0.349	0.5864	0.4133	0.6033	0.3964
2016-09-15 11:16:00 -0400	0.6232	0.3765	0.66	0.337	0.6052	0.3946	0.6171	0.3827
2016-09-15 09:40:00 -0400	0.6257	0.3739	0.66	0.337	0.6065	0.3933	0.6168	0.3829
2016-09-15 07:41:00 -0400	0.6363	0.3632	0.669	0.331	0.6308	0.3689	0.624	0.3757
2016-09-14 17:22:00 -0400	0.641	0.3584	0.673	0.325	0.6372	0.3626	0.6287	0.371
2016-09-14 16:38:00 -0400	0.6426	0.357	0.673	0.325	0.6339	0.3657	0.627	0.3727
2016-09-14 16:09:00 -0400	0.6575	0.3421	0.671	0.328	0.6575	0.3422	0.6379	0.3617
2016-09-14 15:45:00 -0400	0.6521	0.3476	0.671	0.328	0.6584	0.3412	0.6386	0.3612
2016-09-14 15:07:00 -0400	0.6553	0.3444	0.671	0.328	0.6547	0.345	0.6471	0.3527
2016-09-14 13:02:00 -0400	0.6679	0.3317	0.671	0.328	0.6777	0.3222	0.6526	0.3472
2016-09-14 11:01:00 -0400	0.6705	0.3291	0.678	0.32	0.6957	0.3041	0.6602	0.3395
2016-09-14 08:48:00 -0400	0.6704	0.3292	0.678	0.32	0.695	0.3048	0.6561	0.3436
2016-09-14 08:05:00 -0400	0.6787	0.3209	0.683	0.32	0.7106	0.2891	0.6611	0.3386
2016-09-13 20:54:00 -0400	0.68715	0.3124	0.699	0.301	0.7217	0.278	0.67035	0.3294
2016-09-13 18:03:00 -0400	0.6822	0.3174	0.702	0.296	0.7022	0.2975	0.6648	0.3349
2016-09-13 16:01:00 -0400	0.6944	0.3052	0.687	0.31	0.7268	0.2728	0.676	0.3236
2016-09-13 12:38:00 -0400	0.6955	0.304	0.687	0.31	0.7219	0.2777	0.6713	0.3283
2016-09-13 12:23:00 -0400	0.6924	0.3072	0.687	0.31	0.7281	0.2716	0.6727	0.327
2016-09-13 11:21:00 -0400	0.6923	0.3072	0.692	0.31	0.7297	0.2699	0.678	0.3218
2016-09-13 08:55:00 -0400	0.6938	0.3056	0.692	0.31	0.7274	0.2723	0.6801	0.3195
2016-09-13 07:43:00 -0400	0.6926	0.3069	0.692	0.308	0.7263	0.2733	0.682	0.3177
2016-09-12 23:14:00 -0400	0.6984	0.3011	0.697	0.301	0.74015	0.2596	0.6858	0.31395
2016-09-12 17:19:00 -0400	0.6896	0.31	0.69	0.308	0.7139	0.2858	0.6791	0.3204
2016-09-12 15:37:00 -0400	0.687	0.3126	0.697	0.305	0.7164	0.2833	0.6742	0.3255
2016-09-12 13:29:00 -0400	0.6861	0.3136	0.697	0.305	0.7146	0.2851	0.6799	0.3198
2016-09-12 13:14:00 -0400	0.6867	0.3127	0.697	0.305	0.7175	0.282	0.6763	0.3234
2016-09-12 12:20:00 -0400	0.6852	0.3142	0.697	0.305	0.7163	0.2834	0.6782	0.3215
2016-09-12 10:18:00 -0400	0.7039	0.2957	0.697	0.301	0.7438	0.2558	0.6885	0.3112
2016-09-12 09:57:00 -0400	0.7053	0.2941	0.697	0.301	0.7436	0.256	0.6903	0.3094
2016-09-12 08:50:00 -0400	0.7068	0.2927	0.697	0.301	0.7471	0.2526	0.6918	0.3078
2016-09-12 08:08:00 -0400	0.7067	0.2928	0.697	0.301	0.7505	0.2491	0.6866	0.3131
2016-09-11 18:13:00 -0400	0.7064	0.2931	0.702	0.296	0.74685	0.25275	0.6885	0.31115
2016-09-11 13:01:00 -0400	0.6995	0.30005	0.69	0.308	0.7426	0.25715	0.6845	0.3151
2016-09-10 15:26:00 -0400	0.70035	0.29915	0.704	0.296	0.7479	0.2517	0.6837	0.316
2016-09-10 07:56:00 -0400	0.69995	0.29945	0.704	0.294	0.74715	0.2525	0.6801	0.3196
2016-09-09 21:46:00 -0400	0.69555	0.3039	0.709	0.292	0.7441	0.2556	0.6765	0.3232
2016-09-09 12:40:00 -0400	0.7026	0.297	0.707	0.292	0.7505	0.249	0.688	0.3117
2016-09-09 11:47:00 -0400	0.6995	0.2999	0.707	0.292	0.7235	0.2762	0.6763	0.3234
2016-09-09 07:41:00 -0400	0.6949	0.3046	0.712	0.288	0.7205	0.2792	0.68	0.3197
2016-09-08 16:05:00 -0400	0.698	0.3016	0.714	0.286	0.7234	0.2764	0.6786	0.3211
2016-09-08 15:29:00 -0400	0.694	0.3057	0.714	0.286	0.7278	0.2719	0.6809	0.3189
2016-09-08 12:53:00 -0400	0.6879	0.3115	0.714	0.286	0.7141	0.2856	0.6713	0.3285
2016-09-08 11:25:00 -0400	0.6916	0.3079	0.714	0.286	0.7143	0.2854	0.6725	0.3273
2016-09-08 09:57:00 -0400	0.6949	0.3047	0.709	0.29	0.7188	0.2808	0.6762	0.3236
2016-09-08 09:15:00 -0400	0.6938	0.3058	0.709	0.29	0.7222	0.2775	0.6759	0.3237
2016-09-08 08:24:00 -0400	0.6822	0.3174	0.709	0.29	0.6927	0.307	0.6693	0.3304
2016-09-07 20:09:00 -0400	0.67345	0.32605	0.709	0.288	0.6679	0.33185	0.65925	0.34045
2016-09-07 12:59:00 -0400	0.6811	0.3184	0.702	0.299	0.6825	0.3172	0.6661	0.3336
2016-09-07 11:47:00 -0400	0.6794	0.3202	0.702	0.299	0.6808	0.319	0.6678	0.332
2016-09-07 10:56:00 -0400	0.6787	0.3209	0.702	0.299	0.6659	0.3339	0.6554	0.3442
2016-09-07 10:39:00 -0400	0.677	0.3227	0.702	0.299	0.6661	0.3337	0.6638	0.336
2016-09-07 09:24:00 -0400	0.6776	0.3221	0.702	0.299	0.6695	0.3302	0.6646	0.3352
2016-09-07 08:22:00 -0400	0.674	0.3256	0.702	0.299	0.6613	0.3385	0.6645	0.3352
2016-09-06 23:27:00 -0400	0.67845	0.3211	0.699	0.301	0.66165	0.3381	0.6593	0.3404
2016-09-06 19:22:00 -0400	0.67435	0.32515	0.697	0.301	0.65935	0.3404	0.66275	0.337
2016-09-06 14:53:00 -0400	0.6883	0.3114	0.699	0.301	0.6638	0.336	0.673	0.3268
2016-09-06 13:09:00 -0400	0.6817	0.3179	0.699	0.301	0.6701	0.3296	0.6696	0.3302
2016-09-06 10:16:00 -0400	0.6912	0.3084	0.699	0.301	0.6766	0.3232	0.6745	0.3252
2016-09-06 02:13:00 -0400	0.7202	0.27945	0.717	0.282	0.72175	0.27795	0.69935	0.3004
2016-09-05 13:29:00 -0400	0.723	0.2766	0.714	0.286	0.737	0.2628	0.7033	0.2964
2016-09-05 10:40:00 -0400	0.7111	0.2886	0.714	0.286	0.7155	0.2844	0.692	0.3077
2016-09-04 11:23:00 -0400	0.7132	0.2864	0.717	0.284	0.71105	0.2887	0.6905	0.30925
2016-09-03 11:50:00 -0400	0.71495	0.28475	0.738	0.26	0.7064	0.2934	0.689	0.3108
2016-09-02 18:53:00 -0400	0.7223	0.2773	0.727	0.27	0.72285	0.27695	0.69365	0.3061
2016-09-02 13:54:00 -0400	0.7207	0.2789	0.73	0.267	0.7209	0.2789	0.6907	0.3091
2016-09-02 11:59:00 -0400	0.7272	0.2723	0.749	0.253	0.7353	0.2645	0.6994	0.3004
2016-09-02 11:31:00 -0400	0.726	0.2736	0.749	0.253	0.737	0.2628	0.7006	0.2993
2016-09-02 08:22:00 -0400	0.7448	0.2549	0.749	0.249	0.7593	0.2406	0.7074	0.2924
