unix_timestamp,clinton-pp,clinton-po,clinton-nc,trump-pp,trump-po,trump-nc
1469537880,0.59515,0.53155,0.4593,0.4047,0.46795,0.5405
1469491500,0.5953,0.5388,0.4619,0.40455,0.46075,0.538
1469484240,0.59015,0.53,0.4443,0.40965,0.46965,0.55555
1469482500,0.5875,0.53425,0.44515,0.41235,0.46535,0.5546
1469479680,0.5895,0.53285,0.4404,0.4103,0.4667,0.55945
1469474460,0.58665,0.53885,0.45495,0.41315,0.46065,0.5449
1469461140,0.57815,0.5346,0.4328,0.42165,0.46485,0.56705
1469450460,0.5824,0.53725,0.42485,0.41735,0.46235,0.5749
1469373900,0.60415,0.5829,0.5598,0.3956,0.41655,0.44005
1469348460,0.60195,0.58285,0.5574,0.39785,0.41665,0.4423
1469293440,0.5975,0.5766,0.54285,0.40225,0.4228,0.457
1469285340,0.6033,0.5913,0.6065,0.39645,0.4081,0.3932
1469228700,0.5949,0.58545,0.6061,0.40485,0.4139,0.3936
1469209980,0.60035,0.59705,0.66195,0.39945,0.40245,0.3378
1469189400,0.5979,0.60225,0.64195,0.40185,0.39715,0.35775
1469142000,0.59875,0.6021,0.63295,0.40105,0.3974,0.3668
1469119740,0.60525,0.6102,0.64545,0.3945,0.3893,0.35425
1469113020,0.5992,0.60265,0.64205,0.40055,0.3969,0.35775
1469109720,0.603,0.6058,0.67575,0.3968,0.3937,0.324
1469103720,0.60695,0.61385,0.6438,0.39285,0.3856,0.35595
1469016660,0.61205,0.6177,0.6463,0.3877,0.3817,0.35345
1468965660,0.6062,0.6133,0.6224,0.39355,0.3863,0.3774
1468959300,0.61835,0.62555,0.6173,0.38135,0.3738,0.38245
1468931100,0.6243,0.63475,0.6581,0.3755,0.3648,0.3417
1468929600,0.6304,0.6436,0.6742,0.36935,0.35595,0.3257
1468881360,0.6296,0.6418,0.6772,0.37015,0.35765,0.32265
1468877760,0.6277,0.6382,0.67245,0.3721,0.3614,0.32735
1468873200,0.63195,0.643,0.6512,0.3678,0.35655,0.3486
1468864440,0.628,0.64015,0.65075,0.3718,0.3593,0.34915
1468848480,0.6348,0.6527,0.6768,0.3649,0.34665,0.32285
1468844460,0.63165,0.65275,0.67155,0.36805,0.34635,0.3281
1468842960,0.63435,0.6493,0.6681,0.36525,0.35005,0.33135
1468797000,0.63285,0.65015,0.667,0.3669,0.34915,0.33235
1468770600,0.63315,0.65315,0.6661,0.3665,0.3461,0.33345
1468768740,0.63215,0.64865,0.67185,0.36755,0.35045,0.3277
1468696560,0.63305,0.648,0.6367,0.36675,0.3513,0.3629
1468694820,0.64195,0.6586,0.66485,0.35775,0.34075,0.33475
1468614600,0.6496,0.66665,0.67625,0.3502,0.3327,0.3234
1468601940,0.6272,0.64135,0.5464,0.37255,0.3582,0.4534
1468598700,0.6294,0.64535,0.54935,0.37045,0.35415,0.45045
1468586280,0.6225,0.6446,0.54895,0.37725,0.3549,0.45085
1468558260,0.64075,0.66815,0.56955,0.359,0.33135,0.4303
1468503780,0.6328,0.66205,0.5385,0.36695,0.33735,0.46125
1468502280,0.6302,0.6606,0.5376,0.3696,0.3389,0.46215
1468498140,0.6716,0.70795,0.69575,0.32815,0.29155,0.3041
1468449120,0.67055,0.7096,0.6923,0.3292,0.28995,0.3075
1468446060,0.67205,0.70555,0.68635,0.32775,0.29395,0.3135
1468433040,0.66965,0.7073,0.6829,0.3302,0.29225,0.3169
1468420080,0.68695,0.72575,0.70895,0.31285,0.2738,0.2908
1468351080,0.7288,0.7743,0.8155,0.27105,0.22525,0.1843
1468344840,0.72485,0.76605,0.7623,0.27495,0.23325,0.23745
1468331580,0.7218,0.76785,0.7655,0.27805,0.2316,0.2342
1468271460,0.7242,0.77185,0.79075,0.27565,0.2278,0.209
1468266720,0.72915,0.77585,0.8052,0.2706,0.22365,0.19455
1468259940,0.73375,0.77635,0.80835,0.26605,0.2232,0.19135
1468257660,0.7332,0.77485,0.80805,0.2666,0.22475,0.1918
1468250460,0.734,0.78125,0.82075,0.2659,0.2183,0.1791
1468012800,0.7307,0.77965,0.829,0.2691,0.22,0.1708
1467994440,0.7277,0.77805,0.79995,0.2721,0.2215,0.1998
1467989100,0.72385,0.7738,0.7936,0.2759,0.22575,0.2062
1467918180,0.7201,0.77585,0.78735,0.27975,0.2237,0.2125
1467914340,0.71705,0.7737,0.7871,0.28275,0.2259,0.2127
1467907260,0.718,0.77415,0.7857,0.2819,0.22545,0.2141
1467897900,0.7171,0.77635,0.79535,0.2827,0.22315,0.2045
1467820200,0.71585,0.77535,0.7975,0.28395,0.2242,0.2024
1467755880,0.7144,0.77535,0.78515,0.28545,0.2242,0.21465
1467750600,0.71535,0.7728,0.7127,0.28445,0.22675,0.2871
1467726480,0.717,0.77195,0.7501,0.2828,0.22765,0.24975
1467663660,0.71885,0.7758,0.76625,0.28095,0.2237,0.23355
